population,inflation,exports,imports,income,gni,fdi,industry,agri,remit,energy,electric,iso_code,netExport
21000256,2.9079985703220803,32.568767913052994,39.048322071921646,6.3,1970.0,50000000,23.8101270064854,38.6278918638443,37500000.0,1213.261596874605,1913.571966829505,4,-6.479554158868652
3051010,7.77052583431551,20.9456161731319,47.5794520503068,8.4,1370,135000000,23.10636959577,22.0251140879353,37500000.0,660.04798411018,1578.16591882688,8,-26.6338358771749
31624696,1.41830192345045,35.5045367079002,25.6296347395724,6.3,1740,1064960000,48.3006553722683,9.22498210721608,37500000.0,914.915039815719,736.13355840638,12,9.874901968327801
58177,2.9079985703220803,101.171875,109.765625,6.3,1970.0,201997825.742822,23.866967450108298,9.105031755515334,37500000.0,1213.261596874605,1913.571966829505,16,-8.59375
70849,2.9079985703220803,32.568767913052994,39.048322071921646,6.3,1970.0,201997825.742822,15.0672890885022,0.385887245890569,37500000.0,1213.261596874605,1913.571966829505,20,-6.479554158868652
17516139,108.897436089429,57.0849959046266,48.2165964065917,6.3,590,1743504000,56.0757965388459,5.8395499748266,223507959.12,448.345608584175,86.0349418327863,24,8.868399498034904
77195,2.40765801293492,91.6942191983919,72.2111304648381,6.3,9800,65865064.8148148,13.0460290245267,1.7309205350118,1411481.48148148,1213.261596874605,1913.571966829505,28,19.4830887335538
37885028,2.9079985703220803,28.3825969991682,13.370127359396,2.8,4020,2148910000,30.5577370913046,10.2066467144411,119550000,1502.20934243469,2003.66751741611,32,15.0124696397722
3105037,1.06004929341667,27.832108365994,46.152393477237,8,780,110725325.614409,23.866967450108298,9.105031755515334,22791214.4548463,604.301333607297,1208.03713450113,51,-18.320285111243
91781,3.31524678585428,64.5501138952164,68.6503416856492,6.3,19290,332513966.480447,13.2404897494305,0.0180523917995444,45960893.8547486,1213.261596874605,1913.571966829505,533,-4.100227790432797
19495210,2.98157453936349,20.7379562294817,20.7337236156046,6.3,20200,14656321800.5386,23.6226148559456,3.94678017126214,991488492.414696,5614.26334981772,10899.7543499147,36,0.0042326138771002775
8081957,1.81035787764132,45.31938619858,41.6287818010806,6.3,25030,138346430.7562,27.3880784820285,1.56277441149196,1517669556,3773.65172816435,7427.65644509121,40,3.690604397499399
