iso_code,gdp
4,554.595200222354
8,4094.34838574494
12,4495.92044814301
16,10446.8632062572
20,48238.4660955595
24,3496.78479608032
28,13404.5160161036
32,10385.9644319555
51,3143.02920239019
533,24452.9283634427
36,52134.3088504199
40,46903.7615854343
31,5843.5337683582
44,27046.6576651879
48,21186.8143292279
50,776.859576940281
52,16489.7958217909
112,6033.6862392722
56,44184.946353964
84,5397.29157482319
204,1009.48949433002
60,101875.28407346
64,2194.12645186194
68,1922.0495309392
70,4507.05443324588
72,6041.75428437206
76,11249.464543278
92,5735.42285659849
96,34609.9404298761
100,6853.00285388669
854,627.270347532954
108,222.660589178565
132,3192.39210035382
116,782.695732426974
120,1383.81375851573
124,47562.0834253057
136,76875.9618232493
140,459.776946522556
148,896.87663574063
152,12767.7812065383
156,4550.4531077571
170,6394.19870546282
174,1384.06327138579
180,324.827711041281
178,2962.7622537687
188,8147.24398481032
384,1654.17783245738
191,14124.8108429702
192,5275.53260105122
531,5735.42285659849
196,31105.3984375
203,19960.0684872157
208,58041.3984363385
262,1227.82085311429
212,7182.40020254419
214,5509.56683713904
218,4640.24634437845
818,2509.77203417522
222,3017.3073947577
226,14905.5134317271
232,504.972460176652
233,14663.0446126465
231,335.438495270931
242,3469.16591690207
246,46505.3031791811
258,21447.8520601636
266,8399.59670299557
270,796.630520987496
268,3233.29594347421
276,41572.4559481507
288,1258.94923018324
292,5735.42285659849
300,26716.6488260274
304,43988.3324931946
308,6760.96124360315
316,30011.2185803948
320,2852.54732650116
324,667.281604343068
624,542.284059816737
328,4589.87324147321
332,1204.86230440584
340,1874.27170372599
344,32549.998231121
348,13217.5045951108
352,43237.0729488958
360,3094.44308989745
364,6458.57393556621
368,4430.42624189518
372,48663.6004439251
376,31266.6053174383
380,36035.6449950691
388,4835.79363761629
392,44968.1562349739
400,3914.70123379723
398,9070.48825285747
404,1093.6389611451
296,1438.02733007685
408,5735.42285659849
410,23087.2256438476
414,39213.5371529753
417,880.037775119109
418,1127.83523605646
428,11420.9940032836
422,7695.24541461262
426,1104.80053785826
430,497.020365397034
434,11611.2615285745
440,11987.508411647
442,110885.991378721
446,50676.4947396371
807,4577.68875507362
450,459.375407998781
454,472.853378636037
458,8880.109965264
462,7158.06141101431
466,688.327812995259
470,21799.1627419997
584,3001.31982926464
478,1646.13144187861
480,8000.37643182154
484,9399.97090779255
583,2760.0113395546
498,2436.79935908401
496,2660.28811038323
499,6688.48239970574
504,2835.2177734375
508,481.268179955248
104,765.241888636197
516,5445.38291979955
520,4644.51912812089
524,589.165434913038
528,50999.7451168879
540,37494.8843725576
554,33676.7741239925
558,1495.73718623095
562,471.612651749318
566,2280.11197852503
580,14772.4961635883
512,22552.1990071233
586,911.090444804549
585,10029.28802589
591,8124.55830734871
598,1879.23641257163
600,4725.72634101583
604,5047.24930726929
608,2201.77507099684
616,12504.2501856093
620,22520.6423124045
634,73021.3097525035
642,8397.80917311457
643,10674.99609375
646,593.802607489539
882,3494.34152393974
674,59517.0327429747
678,1079.68965436787
682,17958.9489913952
686,1286.60486765972
688,5735.42285659849
690,10804.6844747547
694,400.520002205964
702,47236.9602345421
703,16908.8479564876
705,23532.4808545468
90,1661.99809077746
706,5735.42285659849
710,8059.58701700552
724,30532.4805081656
144,2893.93489884978
659,16427.6124108413
662,8697.79762504482
670,6590.98957888616
740,7999.55692873449
748,4035.54660730056
752,52869.0442891587
760,11304.644927596
762,740.270556202742
834,730.813293457031
764,4996.37288602788
626,810.141604829329
768,521.840712464494
776,3416.18331060154
780,15711.5587055513
788,4241.01190951928
792,10615.3280641927
795,4286.88050515414
796,23103.9426764449
798,3043.05223355687
800,824.737678434546
804,3078.42993164063
784,34165.9133053315
826,39693.1938701237
842,48650.6431283336
858,12015.7098522638
860,1742.34925645077
548,2732.55249715649
862,13692.9149666211
704,1684.01166437193
275,2557.07562356699
887,1249.06308529856
894,1469.36145002684
716,937.840338429712
