population,inflation,exports,imports,income,gni,fdi,industry,agri,iso_code
26427199,26.4186641547444,38.54565444034,46.1871160667245,6.9,4590.0,46033740,26.9156280026285,24.8922700059742,4
2947314,3.32087090389268,25.3024181160681,52.1493333802176,8.9,4040,1247181714.30558,25.1610103305709,16.8370538440754,8
34569592,4.85859062814938,47.9733430015871,28.7111751636951,6.9,4230,2638607033.75183,57.8354418046699,6.58667599204035,12
55891,8.94995335353386,114.464285714286,135.357142857143,6.9,4590.0,1225434339.4908,24.86483681136655,7.3189545972436,16
76055,8.94995335353386,38.54565444034,46.1871160667245,6.9,4590.0,1225434339.4908,15.4327671138582,0.406917963904405,20
21691522,12.4758291326398,72.4750287994632,48.8896796542348,5.4,3030,1678971010,60.2548203971699,4.80533933843347,24
83251,5.33380639820237,79.6633857682358,86.1458859912575,6.9,15650,158783774.444445,19.1239163168153,1.54763610412009,28
40273769,8.94995335353386,22.0609003826242,18.341772996414,4.2,7630,9725553129.52469,26.2724599395946,7.3189545972436,32
2983421,8.94995335353386,14.2657295739767,40.2765983873899,9.1,3510,943733059.483284,24.86483681136655,7.3189545972436,51
97996,8.9559870517779,65.5335036352918,73.5900962861073,6.9,27580,18882681.5642458,16.1823933975241,0.0169974454706229,533
21249199,4.35029854990047,20.1570110070534,22.7070617638254,7.2,42380,45160024270.9395,25.614826913895,2.34261372357955,36
8321496,3.21595033239883,53.2488606164087,48.8248221152974,8,49210,6301143681.98324,26.9602141407645,1.34222302680426,40
8763400,20.8490871772713,65.7761378471842,23.4667590165732,6.9,3890,3986807000,65.710363453355,5.59580638410253,31
362795,4.48955995375059,39.4936348090443,47.935588067642,6.9,29270,860156197.03,10.3895116853506,1.04313129393882,44
1110343,3.52600316363722,82.5773483806233,63.3051627651981,6.9,20940,1793998354.54447,50.4076629462208,0.264810236570707,48
145421318,8.90194489465155,17.6588584820757,24.9620555504832,6.9,660,1328422986.51751,24.7270013036793,17.5956955421992,50
272635,8.1081081081078,43.6861592671534,50.8576403839634,6.9,16600,615122884.63,15.1413028387842,1.18288162964139,52
9527985,14.8378764828254,60.9377552183976,68.6617233270771,9,5470,2187900000,38.8242464026726,8.66625369440669,112
10709973,4.48944420508401,80.8806199752035,80.2078278152436,8.7,46570,190391844688.587,21.59544849636,0.712338067185966,56
305671,6.39443100250033,54.1353383458647,51.9086176980914,6.9,5120,169668449.489583,20.0973857721226,8.37919317524581,84
8906469,7.94729876067859,22.14072026628,25.6346390032369,6.9,1010,48210757.8531253,17.6606220766815,26.8261561852139,204
65273,8.94995335353386,38.54565444034,46.1871160667245,6.9,4590.0,171529641.632488,24.86483681136655,7.3189545972436,60
689737,8.32716049382714,50.0031947316526,59.4000677736158,6.9,1720,3144001.01949936,44.27249239447,16.380940214112,64
9880593,14.0068107702519,44.9065559925589,37.9604649036209,3.2,1450,512335605.237139,29.7366397824222,10.4424041155226,68
3943392,7.42704310332954,26.8480689241931,59.3148109188574,6.9,4500,1004852659.85344,23.2014104320358,7.20727201234942,70
2007320,12.7021883920075,46.946904660995,52.0613173469939,6.9,5310,520917902.314755,41.1096622378742,2.14007027610337,72
192672317,5.67859390284171,13.5340005124035,13.7235689072917,3.2,7590,50716402711.4787,23.0852937615048,4.56785118332616,76
26115,8.94995335353386,38.54565444034,46.1871160667245,6.9,4590.0,52554447999.9,24.86483681136655,7.3189545972436,92
384568,2.08498023715416,78.2992366861295,27.6146073860544,6.9,33690,222184549.489168,74.1130214384814,0.635849768848754,96
7492561,12.3487195994021,52.4776590469711,72.2110884683881,6.9,6070,10296720633.7243,24.9905785476636,5.86962692201849,100
15197915,10.6597978997424,10.1493270523848,25.2359899277654,6.9,550,33190579.8762819,20.5479237002055,27.314280245881,854
8278109,24.4069510353914,10.5000002616241,36.6999993197774,6.9,180,3833208.34759484,15.415205278109,38.0048233017065,108
510336,6.77443546371137,36.8959583313592,63.0884111888738,6.9,3110,210903689.269434,18.7582071433169,7.7518645761454,132
13943888,24.0968519306051,65.5432507028063,67.7770086773248,6.9,670,815180217.958376,22.3717898487278,32.7510577693573,116
18777081,5.337806276275,27.0083654700407,29.9160516871538,6.9,1350,20995513.7446129,27.6000471003045,16.0011918857254,120
33247118,2.37027067444294,34.3950055520687,32.6286028098296,6.9,44940,70119614332.5095,29.3420195046589,1.76827354801333,124
51123,8.94995335353386,38.54565444034,46.1871160667245,6.9,4590.0,19555735000,9.08453243344707,0.262355470231399,136
4467233,9.25895099417076,11.0036647020449,23.4338571075068,3.3,400,117110000,24.86483681136655,7.3189545972436,140
11098664,10.2969758221254,42.694505409321,37.5951610058097,6.9,700,466130999.9,10.4686608676663,54.5898348030162,148
16661462,8.7162687303961,41.1625607908506,39.5140654497395,6.9,10060,18473102612.1039,31.9839914243409,3.42443226133952,152
1324655000,5.92525137041095,32.6027140173977,25.0100013259279,5.2,3100,171534650311.569,46.9711723611891,10.1690478479035,156
43815313,6.99688495554508,18.1095951350738,21.0580542813616,3,4760,10564155795.9327,32.1310911250351,6.68738485040519,170
629470,1.70078176284532,8.22134722875202,27.9971791255289,6.9,1350,4650574.15690676,12.1356370474847,29.138915008097,174
