population,inflation,exports,imports,income,gni,fdi,industry,agri,remit,energy,electric,iso_code,netExport
17106595,6.526095693725775,28.20184387795145,35.4913832592759,6.1,1640.0,690000,25.9415915281098,12.2290508961101,28326140.095,1375.82147414594,1672.631979251,4,-7.289539381324449
3168033,12.7254778087102,11.620333234637,33.27511148197,9.2,890,90100000,17.3738406921901,36.410863772173,28326140.095,447.848870261137,904.346640328557,8,-21.654778247333
28984634,18.679075860175,29.7604483251847,23.9446995515946,6.1,1530,270000000,25.9415915281098,12.2290508961101,28326140.095,809.897030267831,576.063855075762,12,5.8157487735901015
64147,6.526095693725775,28.20184387795145,35.4913832592759,6.1,1640.0,119937174.84965,25.9415915281098,12.2290508961101,28326140.095,1375.82147414594,1672.631979251,20,-7.289539381324449
14383350,4145.10598220638,28.20184387795145,35.4913832592759,6.1,360,180559000,67.8206759362436,7.02686916586973,173802000,454.603482498861,51.1702767435959,24,-7.289539381324449
69798,6.526095693725775,110.854611441963,91.4106377880507,6.1,8750,19351851.8518519,12.2473072404986,1.61536348600583,2051851.85185185,1375.82147414594,1672.631979251,28,19.443973653912295
35389362,6.526095693725775,10.4285967560139,11.0778716497076,3.5,7700,6948536686.64725,26.5925606398683,5.61086611323361,207300000,1583.49370638555,1721.13868568752,32,-0.6492748936937005
3298898,18.681185640036,23.2400035043381,55.989556615586,6.1,500,17570000,25.9415915281098,12.2290508961101,31400000,539.892412557163,1171.60336573001,51,-32.74955311124789
79417,3.22528797213981,86.6396761133603,88.7044534412956,6.1,17150,85027932.9608939,14.9874493927126,0.48582995951417,7206703.91061453,1375.82147414594,1672.631979251,533,-2.064777327935303
18224767,2.61538461538462,18.8916071752677,19.3444098251558,6.1,20590,4563952446.39275,25.961567547946,3.37947697985359,728177753.776965,5419.10110565474,9151.39271739386,36,-0.45280264988809904
7959017,1.86097115760431,34.2492761073574,35.8343950133252,6.1,30090,4323513091.6238,28.7520088650827,1.98247099499027,346233947.8,3580.42079819656,6607.2229774104,40,-1.5851189059677964
7763000,19.7948028061899,24.9286393910561,55.9211007831369,6.1,240,627277000,35.1496743028617,24.9615750567225,14861000,1513.67319335309,1852.89192322556,31,-30.9924613920808
304933,1.37913741223667,48.0376835688556,57.8190634524799,6.1,14840,87800000,14.0376281518426,2.64691050152397,33200000,1375.82147414594,1672.631979251,44,-9.781379883624304
632756,-0.452227382530316,87.9135242955814,76.2018949658674,6.1,9870,2048151879.61006,25.9415915281098,12.2290508961101,559308558.982788,10160.0158670957,18836.6447730247,48,11.711629329714
119876868,2.37712902953225,9.70650764952346,16.3695800738575,6.1,360,13529831.5362586,21.6839165728619,23.266208049769,790506.627107363,133.423030371464,80.415848035002,50,-6.66307242433404
262793,2.38615222842323,47.9911653344552,45.4249053428692,6.1,8840,15836484.06,14.9179638199411,3.33403449726546,20350000,1375.82147414594,1672.631979251,52,2.5662599915859943
10159569,52.7120767531954,46.3498037416792,50.4250960440786,6.1,1450,104500000,34.2198405954993,15.098598303786,35600000,2501.45493376737,2806.61512314154,112,-4.075292302399397
209840,5.96502097537243,41.6911332941867,37.7568995889607,3.3,3910,16580000,21.4230945390487,11.8016030534351,6875000,1375.82147414594,1672.631979251,84,3.9342337052259992
6203860,4.91423972637199,26.4988115545834,30.0189798910533,6.1,340,-14661253.7760882,13.2669409931979,35.7053003917894,33615322.6578149,346.685289481065,43.6824815518081,204,-3.5201683364698972
60129,6.526095693725775,28.20184387795145,35.4913832592759,6.1,1640.0,119937174.84965,8.30000111301148,0.79999925799235,28326140.095,1375.82147414594,1672.631979251,60,-7.289539381324449
537494,8.79001381935161,37.0068223521095,47.6226690817854,6.1,510,1399999.9,34.0803542802583,27.1774271052571,28326140.095,1375.82147414594,1672.631979251,64,-10.615846729675901
7989367,12.4254866180049,22.5818705788073,27.2744207934951,6.1,880,474100000,27.9548862100277,14.1846793837749,13000000,506.584188709819,360.103622727558,68,-4.692550214687799
3907751,6.526095693725775,23.617706247983,83.8823372827429,6.1,740,119937174.84965,25.6999991174593,20.7000003100819,28326140.095,446.60778028078,1085.02307337392,70,-60.264631034759894
166037122,15.7576656002606,6.73020968312685,8.90538179274132,2.2,4370,12552000000,22.340114560034,4.76841121077967,396000000,1021.83833926006,1672.631979251,76,-2.1751721096144703
