population,inflation,exports,imports,income,gni,fdi,industry,agri,iso_code
37769499,2.30237251516844,36.4389870990994,42.9643007467448,7.2,530,23404553.647249,14.0581123697768,25.7739707394105,4
2854191,1.41109078954248,31.3042701298034,44.9749244902205,8.3,5230,1201022154.46643,20.6196288248697,18.3893474367375,8
42705368,1.95176821052894,22.7134619101122,29.0941082162686,7.2,4050,1381200049.59264,36.8462154489783,12.3362121115896,12
47321,2.18690154543462,61.6692426584235,94.8995363214838,7.2,6500.0,782848790.9650054,23.903406191546452,6.47381596237026,16
76343,2.18690154543462,36.4389870990994,42.9643007467448,7.2,46530,782848790.9650054,11.6998176283166,0.522633248415779,20
32353588,17.0797044074954,40.7907550532833,17.0387830650203,7.2,2040,-4098478747.63755,49.7609207439829,7.8826247630721,24
92117,1.43135598182989,70.8847144857495,68.5254502517371,7.2,17310,127763174.829855,21.16303875479,1.73340883252786,28
44938712,2.18690154543462,17.9248783778462,14.7057366680037,4.7,11220,6649187837.98606,23.1578477391434,5.3185559967348,32
2820602,1.44344660770702,41.3508013620849,54.7633527667858,9,4880,100287214.397978,24.9716084573435,11.5256107379588,51
106442,4.25746204335428,73.024520038803,71.9862540701072,7.2,30000,-75226540.6843182,23.903406191546452,6.47381596237026,533
25340217,1.61076787290379,24.1515391092117,21.675186593329,7.2,54900,39101199005.419,25.3167424649892,2.11618847711384,36
8879920,1.53089564152645,55.7572063557543,52.128791145464,7.9,51020,-13120994312.9061,25.1838597693066,1.05234907994203,40
10024283,2.61057182799216,49.0506275016423,36.7675179068137,7.2,4510,1503918000,48.8236328425495,5.6952581438455,31
404557,2.49123527368055,35.6884057971014,36.231884057971,7.2,31210,482229306.391,12.0778000121278,0.539688314838397,44
1494188,1.00582004702132,76.485960757711,65.2148742068027,7.2,24420,1501329787.234,42.0803295106729,0.281212267731055,48
165516222,5.59199639930633,13.0947560042783,18.4832952771891,7.2,2210,1908045387.02685,32.8525458584669,11.9753219186585,50
280180,4.10028964518463,36.4821336338451,37.9706061886651,7.2,17630,215370128.6,11.9594309057614,1.30065267408555,52
9419758,5.59815595039851,65.0945839929757,65.7558221092078,10,6370,1273300000,31.737128716913,6.79466882799274,112
11488980,1.43681956996435,82.4025530403535,81.774363045681,9,48100,-30075472852.8679,19.25763352798,0.670058185084979,56
389095,0.187069385181357,51.2518104696876,49.6792882267743,7.2,5890,93910241.7033733,14.2453238154355,6.49496172149803,84
12290444,-0.70502663454275,29.6305271935478,34.0508051206822,7.2,1200,218207871.715646,16.3125612015902,26.8758016258337,204
63911,2.18690154543462,51.7434243981752,25.816677252469,7.2,117280,4389826.5,6.37065036340846,0.220961505173123,60
767459,2.72582104307304,33.9390638133457,48.1895416655948,7.2,3130,13011377.2857268,36.0589301297182,15.784149136121,64
11777315,1.83954504969032,24.967262285945,31.4300444470217,5.1,3440,-216636843.1305,25.2102745518533,12.2217575775717,68
3360711,0.562782154061303,40.5949446834282,55.2309836039192,7.2,6070,447875544.610653,23.9642538286194,5.6030921228141,70
2499702,2.7728644286333,37.1542988725947,46.0876295786829,7.2,6620,93607130.0326021,31.8251182682826,2.08716411415017,72
211782878,3.73297621216894,14.1229191903622,14.7673386789326,3.1,9220,69174411753.43,18.7546275752859,4.20501409570354,76
30610,2.18690154543462,36.4389870990994,42.9643007467448,7.2,6500.0,39103361610.6,23.903406191546452,6.47381596237026,92
438048,-0.390522069165492,57.946040538108,50.5636178198506,7.2,31880,373256767.246304,62.5153210994416,0.986055130118515,96
6975761,3.10372944796774,63.9339174577794,60.7056823815309,5.7,9500,2221250000,21.685086404092,3.24136009330673,100
20951639,-3.23338933983321,27.6161121175574,31.0480551212534,7.2,750,162970140.263612,27.1474944991191,18.3761029057026,854
11874838,-0.686772170797229,5.17204000000008,23.85417,7.2,230,1044957.4151,10.9359800000001,28.8443900000001,108
577030,1.1066667429606,50.6492920155385,65.2578635749076,7.2,3460,89833935.6788011,19.6057641486942,4.63290603790788,132
16207746,1.94257500833109,61.0912965228197,62.4652272455104,7.2,1560,3663032999.47049,34.2260507178033,20.7118706884261,116
25782341,2.45280214062733,19.8500907473186,23.528422500723,7.2,1540,1024779237.90889,23.826878053897,16.8022835644401,120
37601230,1.94926902411596,31.9085326228511,33.5038294565728,7.2,46540,48547493325.9594,23.903406191546452,6.47381596237026,124
66134,2.18690154543462,69.4537433506203,45.3562281062919,7.2,65680,1080420248.60699,7.69921568291732,0.414204688716233,136
5209324,2.68537355266785,15.7553800018083,34.3104199996784,7.2,470,25601157.287,20.5119712239464,28.3418324649438,140
16126866,-0.971939175419353,36.7422534363826,37.8282721194732,7.2,690,566638947.9523,14.2700509702467,42.5944491240908,148
19039485,2.55754475703323,27.8341315902738,29.6938422593197,7.2,14830,12586607704.3638,27.1959137922826,3.98396723350962,152
