population,inflation,exports,imports,income,gni,fdi,industry,agri,remit,energy,electric,iso_code,netExport
29249157,11.8041858089129,37.810798296079255,45.8703846812909,7.25,550,52173421,22.7402524820273,23.7436639877543,454083461.9711,1572.01183117111,2621.51180886057,4,-8.059586385211645
2905195,3.42912324722164,29.2415371390963,51.9770317939697,7.25,4410,1048706682.05458,24.4844782196853,18.2267896025292,150855105.344629,764.968616564465,2205.70392004668,8,-22.7354946548734
36543541,4.52421150505276,38.7881186400386,28.6861830923084,9.4,4610,2571237024.68517,49.1401465205683,8.1105898797768,30901604.941008,1144.32285037731,1126.95701820467,12,10.101935547730196
54310,4.822396360133185,58.7719298245614,98.7719298245614,7.25,4985.0,1042571020.7703,24.4844782196853,7.4451509199238,134766836.320995,1572.01183117111,2621.51180886057,16,-40.0
70567,4.822396360133185,37.810798296079255,45.8703846812909,7.25,4985.0,1042571020.7703,11.908853107908,0.490560827241276,134766836.320995,1572.01183117111,2621.51180886057,20,-8.059586385211645
24259111,13.4824679218512,60.6699475151848,39.3125588161519,7.25,3360,-3023770965.83688,56.0265138898967,5.84568087986773,564261541.640106,520.953673858865,206.685232612193,24,21.357388699032903
86729,3.45674967234602,82.4971838964455,69.8784354835559,7.25,12730,65160596.2962963,14.5307687799923,1.93318183889934,2047116.2962963,1572.01183117111,2621.51180886057,28,12.618748412889602
41261490,4.822396360133185,18.4492091453155,16.7569458546489,4.8,10710,10839930944.6815,25.2126976058843,6.99873377022519,1137054505.60572,1952.05105293095,2929.07502855568,32,1.6922632906665989
2928976,7.6500080785929,22.5231882640131,46.9123853980322,9,3470,653219756.47225,24.4844782196853,7.4451509199238,300394193.48562,927.139041084666,1774.68166348922,51,-24.3891971340191
101288,4.31629742195207,69.7373994070309,84.6886912325286,7.25,23400,488156424.581006,12.3658407454468,0.0203939008894536,63910614.5251396,1572.01183117111,2621.51180886057,533,-14.951291825497691
22340024,3.30385015608744,21.4374194076014,20.4051316868337,7.25,50400,65554890649.5348,26.5225045350299,2.2916618196662,6597638171.47406,5745.23218954465,10627.2938650379,36,1.0322877207677017
8391643,3.28657914875376,53.9486708516394,51.154117778086,7.8,50700,22983942931.9265,25.4474320432043,1.40191493427276,3622755852.38093,3921.90051459529,8425.16775320399,40,2.794553073553402
9173082,7.85833333333332,56.4269805307016,24.0810644752506,7.25,5570,4485120000,61.7328443608156,5.07564993663838,1279630000,1369.35099893362,1705.4246326371,31,32.345916055451
377950,3.19878141660321,37.4352685331837,50.898420626685,7.25,26540,666621000,12.0451419747876,1.09230471329484,119727000,1572.01183117111,2621.51180886057,44,-13.4631520935013
1212077,-0.400040697488052,99.4186691312384,74.7365988909427,7.25,19150,780851063.829787,49.5171903881701,0.290850277264325,2050000000,10453.083426218,18889.0639786086,48,24.6820702402957
150211005,11.3951651552399,19.9220749554939,27.4987748801959,7.25,890,1264725163.33408,25.0452996007551,16.8099867573503,11612731.7063982,210.734260116294,263.981989868186,50,-7.576699924701998
275486,9.43220240177216,37.9318163176029,48.6602887182856,7.25,15450,459552936.365,14.5125293560966,1.22592710442062,56726261.536,1572.01183117111,2621.51180886057,52,-10.728472400682698
9461643,53.2286983118173,78.4653615193087,79.5088935540041,9.2,6340,4002400000,36.0887890771209,8.00175755504565,133800000,3101.43111508223,3632.87856030924,112,-1.043532034695403
11038264,3.53208210722744,80.6973629124622,80.7963607521708,8.6,46490,163624381384.584,20.7778964049581,0.648034219951815,4504366770.99565,5092.31614681439,8028.79873139472,56,-0.09899783970860199
329538,1.60205615640199,57.1035998900797,50.5358615004122,7.25,5090,95348525.1917313,18.520557845562,8.92267930750206,23529361.4356243,1572.01183117111,2621.51180886057,84,6.567738389667497
9726380,2.70423907747279,20.8496515031216,26.3673773087186,6.1,1060,161302390.821902,18.1374491115974,25.7970008253273,61631882.6515209,385.938550622122,89.0362087436436,204,-5.517725805596999
64564,4.822396360133185,52.5392419809555,23.7311948264219,7.25,101610,-257865988.558357,5.66742455792625,0.312941026259641,215424493.832844,1572.01183117111,2621.51180886057,60,28.808047154533604
713331,8.84898569946802,42.2049152810839,72.1959181008097,7.25,2180,31141614.8601365,41.9767059830459,14.2955525913407,92283274.0490246,1572.01183117111,2621.51180886057,64,-29.991002819725807
10396246,9.88446419823887,44.0917018533308,38.388693571021,3.8,1970,858941070.400943,30.3691066361261,9.7695858816954,117258563.539464,649.337558961187,617.915351368177,68,5.703008282309796
3743142,3.67124999999999,32.0359718110398,55.8003759026157,7.5,4900,471610992.220788,22.1932597066813,6.75774539555131,51680114.1431026,1908.97166070643,3270.51445015979,70,-23.764404091575898
2134037,8.45987233408587,44.2363979167201,54.7250698634268,7.25,6320,293208060.474684,41.4322151572679,2.11892300680962,122311487.009103,969.651416540575,1419.84417327347,72,-10.488671946706702
198185302,6.63644962213085,11.5825126759958,12.3518925016143,3.3,11050,102427228231.42,23.1020509681285,4.34203412773382,1123817121.58,1362.56078162648,2422.57622111654,76,-0.7693798256185005
27962,4.822396360133185,37.810798296079255,45.8703846812909,7.25,4985.0,50788161136.7,24.4844782196853,7.4451509199238,134766836.320995,1572.01183117111,2621.51180886057,92,-8.059586385211645
401506,0.137911563169595,69.5060721795477,30.0304681800627,7.25,34830,691170274.4234,73.672917650088,0.575033257520491,134766836.320995,9645.89570267941,8612.57366016946,96,39.475603999485
7348328,4.21990346601875,58.802948250642,58.6533410656512,6.4,7260,2103810000,25.030678175602,4.66147651720173,104540000,2617.12786908804,4863.69144110061,100,0.14960718499079917
16602651,2.7597672485453,26.1955005196271,31.3017525842237,7.25,660,143845512.327138,28.3722709055706,23.043650452489,42037257.8695118,1572.01183117111,2621.51180886057,854,-5.1062520645966
9455733,9.59216605979671,8.80000028373483,34.2000025536135,7.25,220,3354999.1805922,14.8096813161324,36.7045760044036,6163321.19200048,1572.01183117111,2621.51180886057,108,-25.40000226987867
527521,4.47388342165027,35.5192397447338,64.3299102241692,7.25,3310,102246382.223796,17.7643873881182,7.84317609042481,8626301.03167873,1572.01183117111,2621.51180886057,132,-28.810670479435394
14573885,5.4784474961745,54.0807559141027,59.5010876146383,7.25,810,1538883424.90021,22.141810604349,34.5573140316467,192436819.101186,380.393079813653,164.746737057415,116,-5.420331700535598
20448873,2.93969946305094,24.2296866232667,27.2923009813652,7.25,1450,653266626.571786,25.7767597303015,16.6973907365507,80717476.7713523,328.344500941446,262.068232317742,120,-3.0626143580985
