population,inflation,exports,imports,income,gni,fdi,industry,agri,iso_code
28189672,2.1785375238942,35.5680889202223,43.0146159179429,7.2,520,190774431.98,21.1514206977128,26.2100685374552,4
2913021,3.62604695579817,27.9794352415409,48.5639550032469,7.2,4360,1089898207.57431,24.9374619346668,17.9558663972347,8
35856344,3.91106195534027,38.4445473501205,31.4221139127473,7.2,4490,2300369124.15828,49.9674271012522,8.46644357650095,12
54849,3.346868669649915,63.5253054101222,94.4153577661431,7.2,4740.0,871970000.0,23.7573248967112,7.056937978882475,16
71519,3.346868669649915,35.5680889202223,43.0146159179429,7.2,4740.0,871970000.0,13.1256460606154,0.466508601972863,20
23364185,14.4696564932576,61.5431158851524,42.5805324079214,7.2,3220,-3227211182.45,52.3684375791632,6.18029349810839,24
85695,3.3700254022015,79.5875530793264,73.258337121835,7.2,13030,96679207.7777778,16.2041470390038,1.6334084585151,28
40788453,3.346868669649915,18.9338234053709,16.0371898581987,4.6,9270,11332718626.4345,25.2587762576722,7.13216745078964,32
2946293,8.17636138473956,19.7484153168252,44.8945606568078,9.1,3390,529321391.641959,23.7573248967112,7.056937978882475,51
100341,2.07814071860782,60.2231329690346,75.2504553734062,7.2,23390,186759776.536313,11.5459016393443,0.0204918032786885,533
22031750,2.91834002677376,19.7992817578298,20.7210488820314,7.3,46740,35210733743.0829,25.1778159333812,2.20426574193435,36
8363404,1.81353438995065,51.2621603273359,47.7576359096203,8,49750,-22007325156.2772,25.5349942466396,1.26732767225745,40
9054332,5.72687224669606,54.3047215353821,20.6812669257035,7.2,5410,3352997000,59.7713411044389,5.52125279642058,31
373272,1.34402738392836,34.9532873206178,43.7223151105018,7.2,26900,871970000,11.4998771761611,1.09749043162674,44
1213645,1.96188468334624,69.5373177399286,50.9350767827277,7.2,19390,155771009.169721,44.975946893886,0.297677228105778,48
148391139,8.12667639169919,16.0241126856916,21.7787299851405,8.9,800,1232258246.59254,24.9564767264585,17.0011812592919,50
274711,5.82421853311865,38.9255609189223,47.9974484364355,7.2,15960,425337312.585,14.0509950234753,1.29803379007125,52
