i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
124,842,270900.0,86116533.436,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,271000.0,22435799.515,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,271121.0,127000036.438,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,300490.0,56721.000,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,847120.0,1397.250,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,847191.0,2103.228,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,847192.0,8095.962,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,847193.0,592.309,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,847330.0,11216.619,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,852520.0,5900.945,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
124,842,852810.0,6821.344,86116533.436,22435799.515,561706.926,1281.181,11216.619,5900.945,56721.000,1592506.522,127000036.438,6107.972,19.277,611941.962,1397.250,5170.848,6821.344,8095.962,592.309,199.114,0,2103.228
