population,inflation,exports,imports,income,gni,fdi,industry,agri,remit,energy,electric,iso_code,netExport
32716210,4.67399603536339,37.4503011245989,44.299934908339154,7.1,650,42975262.5,21.2296632181805,22.1370413719574,524163478.528778,1569.44495413277,2585.0371649807503,4,-6.849633783740252
2889104,1.62586504402607,28.2130014584625,47.19484413802,7,4540,1149927985.77736,21.5088457362369,19.9901813581977,178722842.218417,808.455839595944,2309.36650255581,8,-18.981842679557502
38760168,2.91692692067457,30.4876572080909,31.9266588029972,7.1,5510,1502206170.55838,41.9403018167816,10.2863970707309,295922112.14148,1333.13606896647,1368.62151887474,12,-1.4390015949062978
52217,2.34626865671643,66.7185069984448,108.087091757387,7.1,6320.0,857323060.8543355,23.7185475830274,6.935065337063341,195915063.632134,1569.44495413277,2585.0371649807503,16,-41.368584758942205
71621,2.34626865671643,37.4503011245989,44.299934908339154,7.1,6320.0,857323060.8543355,10.1535313011382,0.537623493009676,195915063.632134,1569.44495413277,2585.0371649807503,20,-6.849633783740252
27128337,7.28038730361125,44.6950294609853,34.6378933219044,7.1,4800,3657514667.49327,46.2033255675024,7.5470567791822,2746615873.18541,540.864115629351,310.081668478241,24,10.057136139080903
89236,1.0894415743536,82.2012399682303,73.9535545360788,7.1,13230,46263101.049287,16.1886387614543,1.65576063634316,52088361.5547778,1569.44495413277,2585.0371649807503,28,8.2476854321515
42669500,2.34626865671643,14.4054785893756,14.0013150558519,5.1,12350,5065335541.96486,24.2773944936602,6.71270351428559,732414557.145982,2029.92282543737,3074.70207056563,32,0.4041635335236986
2889930,2.98130868933673,28.5603816555446,47.2184853070945,8.4,4170,406578406.693112,25.2705329463993,18.0720363470662,390589978.814492,1023.8099192714,1976.86449152748,51,-18.658103651549897
103594,0.42144091888116,78.2626100880705,84.6076861489191,7.1,25790,250618094.972067,10.7986789431545,0.0148118494795837,70222692.1787709,1569.44495413277,2585.0371649807503,533,-6.345076060848598
23475686,2.48792270531403,21.0963738828485,21.3753685262765,7.4,65180,63202728079.4529,25.5787418592678,2.22088493848043,6953239775.09164,5334.68167873774,10071.3989785006,36,-0.27899464342799973
8546356,1.60581182954471,53.3865790462424,50.1169562048263,8,50390,1712175273.93107,25.3646396008814,1.20074056404147,4962526962.17432,3763.3279025587,8355.84195182134,40,3.2696228414161013
9535079,1.3734418153318,43.2735566584935,26.2096685368412,7.1,7740,4430466000,53.5868546669355,5.31940671805552,2031324000,1502.07816841371,2202.39391828846,31,17.063888121652298
389131,1.51375643050825,37.7099345925681,45.9355231252405,7.1,26840,251277428.82,13.1405409758324,0.835711920974222,150819240.9824,1569.44495413277,2585.0371649807503,44,-8.225588532672397
1311134,2.64755321246194,96.0507512478313,79.5170856905251,7.1,24530,1518617021.2766,46.5197733272369,0.299909668641636,2364361702.12766,10798.12284633,19969.7361215558,48,16.533665557306207
