iso_code,gdp
4,200.462566743838
8,1846.12012081207
12,2117.04754514758
16,9043.68236654528
20,31955.3880187598
24,982.805600622396
28,10968.8926839103
32,3333.15290388997
51,910.171261745184
533,22050.8309318377
36,23705.9072163917
40,32294.0488606559
31,883.733971498452
44,26204.8804986853
48,14230.29675298
50,440.714404819588
52,11998.1756941147
112,1819.76605926177
56,30655.2092679024
84,4916.70391442359
204,698.408808628665
60,66111.7252270035
64,951.806270331793
68,892.351496886714
70,2031.32277450429
72,4111.73808510941
76,3056.62496707108
92,2679.81870845322
96,18521.1853990472
100,2719.49750761794
854,363.818368271227
108,114.36700716216
132,1693.97855163071
116,364.275301697561
120,976.519347298549
124,28300.4630963791
136,2679.81870845322
140,283.675360848602
148,298.249895072677
152,4824.20309753765
156,1288.64325183381
170,2305.08305772858
174,959.228921456815
180,167.981575409282
178,1023.08854206136
188,4123.5064871039
384,1173.06393476039
191,8138.42810922399
192,3205.68839767994
196,20252.23828125
203,9818.56849307488
208,40458.7773986609
262,771.374231644966
212,5016.08823691755
214,2399.49809124012
218,2438.34368429156
818,1056.93720896595
222,2197.48200095937
226,3146.51857534028
232,327.975798198817
233,7203.52303786646
231,117.860164733528
242,2680.22550739435
246,32927.6802919408
258,18724.4989738063
266,4724.25501012051
270,310.957155570228
268,1010.0079801313
276,30310.3575963774
288,357.833120475132
292,2679.81870845322
300,18518.3788387396
304,27459.7627839484
308,5435.15180621121
316,21844.110536463
320,1737.87928692973
324,392.879834305685
624,362.906175648699
328,976.993429588339
332,547.740964656159
340,1142.81082292611
344,23977.0194516698
348,8419.43087098103
352,39476.6978486684
360,1052.41319921916
364,2259.51631976812
368,809.845684048259
372,41203.5295847568
376,19627.1754936631
380,27526.3224609957
388,3557.19898909739
392,35387.0374203599
400,1889.4378392036
398,2068.12397936842
404,441.391411736172
296,956.839269581259
408,2679.81870845322
410,14672.8574703505
414,22782.0001784978
417,380.506432394744
418,355.651483557167
428,5145.19523190241
422,4458.1085803754
426,580.941046823816
430,242.449937167219
434,4738.8284754506
440,5499.42898911387
442,65689.3214536911
446,17829.045100455
807,2440.47694280043
450,359.534375095342
454,265.457178048637
458,4454.52676383656
462,3539.80154726538
466,381.948563404087
470,13772.220724357
584,2411.29135852311
478,711.382482153206
480,4793.71817900161
484,7120.3847701944
583,2195.18715620947
498,682.319095965299
496,633.946559636492
504,1737.06384277344
508,328.528272360914
104,165.25869506597
516,2571.99905728554
520,2679.81870845322
524,246.48583783973
528,35750.9746630269
540,21817.3238052326
554,21913.7081719961
558,999.885953957977
562,263.091243611514
566,786.802409334717
580,16603.4600592311
512,8896.90253020963
586,549.87037697581
585,7744.6277665996
591,4304.10697986678
598,580.59816717438
600,1436.76490433294
604,2126.13782387391
608,1049.38713351802
616,5701.6022116161
620,15797.7821340276
634,31440.2207124561
642,2679.41190951209
643,2975.12524414063
646,249.434958260624
882,1778.85571815381
674,51198.4252583966
678,663.919456466972
682,9321.8038741016
686,840.358291714899
690,8524.96123557779
694,258.986013435138
702,23730.1524496489
703,8731.93736824381
705,14849.0372415032
90,905.587472696044
706,2679.81870845322
710,4095.71022983511
724,21510.8362454011
144,982.195696950166
659,10119.7447797779
662,6055.96795652424
670,4500.92733395418
740,2529.25942161
748,2075.57511128056
752,37321.7979047059
760,5433.6422739539
762,233.091549011608
834,419.772369384766
764,2350.84645917995
626,529.219759164846
768,390.303627156755
776,1937.0458738653
780,8352.46315761855
788,2693.10882684886
792,4704.72564390808
795,1256.05714438451
796,18848.7786926722
798,2012.46531750813
800,250.69059279441
804,1087.78564453125
784,32607.3729348287
826,34479.3929332278
842,39490.2749557007
858,3638.94139769575
860,396.377979026633
548,1517.29403965853
862,3243.36880476351
704,485.450909101852
275,1257.69857009689
887,583.391150379462
894,452.283810936391
716,474.30220105818
