i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
124,842,270900.0,2019684.541,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,271000.0,15523644.522,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,271121.0,104541877.748,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,300490.0,31902.144,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,847120.0,683.304,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,847192.0,6412.099,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,847193.0,611.351,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,847330.0,9784.675,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,852520.0,2801.203,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,852810.0,11337.696,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,852990.0,4887.620,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,854211.0,1325.567,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,854219.0,97.465,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,870322.0,427.592,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
124,842,870323.0,465557.829,2019684.541,15523644.522,465557.829,9784.675,1325.567,31902.144,1409614.209,2801.203,21.716,561624.394,6412.099,4418.783,97.465,104541877.748,611.351,683.304,4887.620,11337.696,427.592,453643.946
