i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
156,842,270112.0,167.812,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,270900.0,482811.584,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,271000.0,439904.031,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,300490.0,1741.540,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,710239.0,0,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,710812.0,0.011,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,847120.0,171016.207,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,847330.0,149638.852,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,852520.0,19428.768,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,852810.0,238252.596,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,854211.0,3996.938,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,854219.0,238.705,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,870323.0,213.041,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,870324.0,7.672,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,870899.0,180343.051,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
156,842,880240.0,80.322,482811.584,439904.031,1741.540,213.041,3996.938,0.011,171016.207,238.705,19428.768,0,149638.852,7.672,0,0,80.322,238252.596,167.812,180343.051,0,0
124,842,260111.0,368633.790,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,270112.0,1468196.595,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,270900.0,116405013.872,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,271000.0,15688372.735,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,271121.0,29058995.166,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,300490.0,43585.947,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,710239.0,0,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,710812.0,104.192,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,847120.0,1809.969,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,847330.0,98.012,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,852520.0,3156.882,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,852810.0,1842.847,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,854211.0,112.218,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,854219.0,0,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,870323.0,983407.547,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,870324.0,1173515.248,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,870332.0,14.852,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,870899.0,229080.116,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
124,842,880240.0,1126.253,116405013.872,15688372.735,43585.947,983407.547,112.218,104.192,1809.969,0,3156.882,29058995.166,98.012,1173515.248,0,14.852,1126.253,1842.847,1468196.595,229080.116,368633.790,0
484,842,260111.0,62396.430,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,270112.0,46536.897,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,270900.0,69188624.142,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,271000.0,4870390.816,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,271111.0,310679.491,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,271121.0,323391.731,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,300490.0,26893.708,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,710239.0,0.089,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,710812.0,143.333,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,847120.0,5933.049,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,847330.0,16116.217,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,852520.0,15240.185,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,852810.0,513179.893,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,854211.0,187.365,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,854219.0,0,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,870323.0,1123905.112,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,870324.0,88052.431,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,870332.0,72509.515,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,870899.0,280903.085,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
484,842,880240.0,47.827,69188624.142,4870390.816,26893.708,1123905.112,187.365,143.333,5933.049,0,15240.185,323391.731,16116.217,88052.431,310679.491,72509.515,47.827,513179.893,46536.897,280903.085,62396.430,0.089
842,124,260111.0,81165.553,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,270112.0,6734697.318,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,270900.0,2998405.706,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,271000.0,6896089.008,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,271111.0,30370.228,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,271121.0,6978276.203,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,300490.0,46006.411,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
842,124,710239.0,0,2998405.706,6896089.008,46006.411,473434.146,785.679,21.465,9397.571,0,2148.279,6978276.203,84.550,258009.580,30370.228,631.743,506.981,21720.158,6734697.318,216005.074,81165.553,0
