i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
124,842,270900.0,2125406.889,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,271000.0,14431567.424,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,271121.0,107762336.831,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,300490.0,35014.249,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,847120.0,971.812,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,847191.0,4788.512,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,847192.0,6352.568,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,847193.0,664.764,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,847330.0,10120.456,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,852520.0,3597.670,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,852810.0,5989.320,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,852990.0,5965.953,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,854211.0,1385.945,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,854219.0,187.151,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,870322.0,166.279,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,870323.0,554642.637,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,870324.0,1547876.884,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,870332.0,43.768,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,870899.0,596315.848,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
124,842,880240.0,5890.018,2125406.889,14431567.424,554642.637,1385.945,10120.456,35014.249,3597.670,1547876.884,43.768,596315.848,6352.568,187.151,5890.018,107762336.831,971.812,5965.953,664.764,5989.320,166.279,4788.512
