population,inflation,exports,imports,income,gni,fdi,industry,agri,remit,energy,electric,iso_code,netExport
27385307,-6.81116108898995,33.9816696387841,42.0358677611163,6.8,460,56107246.5,21.8971222069406,29.2975010547259,624996676.79,1396.15961672666,2285.71186472992,4,-8.054198122332203
2927519,2.2669220945083,25.2407486083138,49.8541657924919,6.8,4280,1345415233.65619,24.4137783931968,16.7943836018798,229819782.333038,732.316681804627,1835.68407241763,8,-24.613417184178097
35196037,5.73706036145632,35.3716518568122,35.9526786901116,6.8,4300,2746930734.16534,46.948176795303,9.34336541090136,45702405.8364337,1158.18235445087,869.700188120611,12,-0.5810268332993971
55366,2.92856432701032,78.5185185185185,82.8148148148148,6.8,4750.0,663960000.0,23.6686656404029,7.645451378140065,102359964.28369701,1396.15961672666,2285.71186472992,16,-4.2962962962962905
73852,2.92856432701032,33.9816696387841,42.0358677611163,6.8,4750.0,663960000.0,14.7664887100921,0.418928933319218,102359964.28369701,1396.15961672666,2285.71186472992,20,-8.054198122332203
22507674,13.7302839288409,58.7573002977584,63.6888259118458,6.8,3170,2205298180,44.0563741288187,6.62119676383424,715962015.82,515.36835836524,189.313209352508,24,-4.931525614087398
84534,-0.550159995508912,79.7982204077202,71.2892244511517,6.8,13960,80646652.5925926,19.4609361101647,1.49163724298882,2122362.96296296,1396.15961672666,2285.71186472992,28,8.508995956568498
40684338,2.92856432701032,19.5609850560818,14.4961418494061,4.3,7760,4017158924.88408,25.2842047993735,5.2736234689014,766571548.308179,1856.09639267081,2716.59821526407,32,5.0648432066757
2964296,3.40676682683799,14.6709007461363,42.6033349980631,9.4,3250,760040745.87233,23.6686656404029,7.645451378140065,180494515.859856,880.468752108426,1618.59679330269,51,-27.932434251926797
99212,-2.13542872046934,62.9183985998687,74.6444979216802,6.8,24930,-10614525.1396648,13.0438634872019,0.0199081163859112,72960893.8547486,1396.15961672666,2285.71186472992,533,-11.726099321811496
21691653,1.77111716621252,23.0136347671101,22.733121851861,6.8,44080,28683266147.8801,27.0477720313242,2.30063404798848,3224401181.6775,5862.5646464103,10791.6164803116,36,0.28051291524910127
8343323,0.506308827696486,45.2074165608437,41.8548144134358,7.7,49150,14300064389.0077,25.7928458296062,1.14681776764538,2909179496.78333,3798.15116830548,7944.79609623168,40,3.3526021474079
8947243,1.45704835970323,51.6357456848728,23.1082959987641,6.8,4820,2900030000,56.3585803968934,6.12193306461806,638101000,1334.16617834119,1620.3874199013,31,28.527449686108703
368057,2.0627347345268,34.190679986696,42.3303639766138,6.8,27530,663960000,10.0100581448934,0.9096409923502,63340000,1396.15961672666,2285.71186472992,44,-8.139683989917806
1179453,2.79551283550411,68.4655938651118,49.4981315443774,6.8,18920,257149561.420298,43.0997000499723,0.337284356568349,1390957446.80851,10388.4826271161,17542.8779273104,48,18.9674623207344
146706810,5.42347236174678,16.9401329056133,23.1526633174097,6.8,720,901286583.13086,25.2955721814431,17.1046290519632,7791556.3682341,192.043948062125,224.84300490209,50,-6.212530411796401
273791,3.64386189258338,42.6577740302643,45.7995287726176,6.8,16160,356008255.11,15.4131845271692,1.41188621885517,37170015.89,1396.15961672666,2285.71186472992,52,-3.1417547423532994
9504583,12.9456563410401,48.8764618241933,59.759183004167,9.1,5660,1876500000,36.1176229649528,8.13139157710571,133000000,2790.77788052353,3299.4609021774,112,-10.8827211799737
10796493,-0.0531456741253762,68.8340037082276,66.5720368236699,8.5,46980,77354509260.1055,20.600029785888,0.645274318792124,4291702746.26141,5196.58198268641,7903.95547887634,56,2.261966884557694
314171,-1.10431044864355,45.6411782207676,44.3320440345135,6.8,5230,108840086.423874,19.3262659922642,8.58315382326689,22508922.2045363,1396.15961672666,2285.71186472992,84,1.3091341862540986
9172514,0.896072355749072,19.9279668393882,24.7746622235924,6.8,1060,-18807407.3780513,17.9195079292369,26.9789553760994,70228496.4253565,374.899073471024,85.6907931675002,204,-4.8466953842041995
