i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
124,842,270900.0,57933875.669,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,271000.0,12650620.447,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,271121.0,0,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,300490.0,325.830,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,710812.0,143.206,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,847120.0,9.274,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,847191.0,167.886,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,847192.0,4654.181,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,847193.0,900.792,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,847330.0,0,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,852520.0,211.917,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,854211.0,815.084,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,854219.0,213.838,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,870322.0,25787.613,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,870323.0,724214.592,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,870324.0,2896788.668,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,870332.0,8.438,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,870899.0,0,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,880240.0,617.189,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
124,842,880330.0,130.116,57933875.669,724214.592,0,815.084,12650620.447,2896788.668,617.189,900.792,4654.181,325.830,0,211.917,8.438,167.886,213.838,25787.613,0,130.116,143.206,9.274
842,124,270900.0,2172982.071,2172982.071,425166.195,0,2178.637,17744002.311,551113.910,762.185,2147.496,23779.841,25376.178,0,2582.350,528.777,27998.813,767.248,1603.971,0,2451.312,46.044,2128.665
842,124,271000.0,17744002.311,2172982.071,425166.195,0,2178.637,17744002.311,551113.910,762.185,2147.496,23779.841,25376.178,0,2582.350,528.777,27998.813,767.248,1603.971,0,2451.312,46.044,2128.665
842,124,271121.0,0,2172982.071,425166.195,0,2178.637,17744002.311,551113.910,762.185,2147.496,23779.841,25376.178,0,2582.350,528.777,27998.813,767.248,1603.971,0,2451.312,46.044,2128.665
