population,inflation,exports,imports,industry,agri,iso_code
3445374,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,232
1321977,3.43632688420445,74.3238978479862,71.59639823515,24.0241659627792,2.08940044213798,233
111129438,13.8330356586661,8.37267586646371,22.8266990770053,27.3057021409277,31.2188007841387,231
918996,4.08147637644538,47.7487957958311,55.4866241995596,15.5373186382605,10.9065643542278,242
5515525,1.08382098409299,38.4687872116233,39.7233811069896,23.9961963831373,2.38668391429869,246
297606,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,258
2192012,4.74906652083221,54.2990764910062,22.7375212062962,47.1270856238547,5.43595280305822,266
2444916,6.52096823946571,21.7264294987761,41.3826825532006,17.3104257988738,19.8715961801257,270
3726549,2.61524471397664,50.5585276931977,61.1970116189904,19.9177567411221,6.76219859459993,268
82905782,1.73216766075662,47.3088591421652,41.2110119003402,27.3062740495328,0.689090611953825,276
30870641,7.80876516610709,33.4548958825786,34.5036224628098,31.1777440322427,18.1365505543433,288
32648,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,292
10732882,0.625621413453588,38.9929061011015,41.1571204563819,13.6284382517849,3.63540849125269,300
56023,2.4387365552293803,44.4545789045455,45.3221117220578,18.2130067733894,18.430149097486,304
121838,0.804102313277037,37.791311486663346,43.375977452278605,13.4332196673842,5.20545596555731,308
168678,2.4387365552293803,19.2371202113606,53.7813738441215,24.0634751077418,6.59010772590188,316
16346950,3.75186186704512,18.1693265265636,28.8423555448314,21.426432384342,9.435507565446,320
12554864,9.82600180777342,40.2070955328741,48.7770160108349,33.3410014345781,22.9400092652548,324
1924955,0.381324702791038,25.2760949743129,30.7420205283575,12.6652641313712,30.7237033700399,624
785514,1.28284288443518,37.791311486663346,43.375977452278605,26.2597639752552,19.5357938685051,328
11012421,12.4814111170435,10.8161897340876,36.4481561015822,24.0634751077418,18.647857688851,332
9792850,4.34734937777536,41.4548165613247,62.0963456541272,26.5924587973715,11.6101604613644,340
7452600,2.40613432046539,188.339507002291,188.553266542735,6.47887850480474,0.0621422719454446,344
9775564,2.85024792594642,83.7558447990519,79.5056985090916,25.084348942605,3.4863937660148,348
352721,2.68291768267388,46.6343008224189,43.32550475283,19.6531923322371,3.92126920421205,352
267066843,3.19834641562404,21.0027464972455,22.071562457954,39.7297374523848,12.8084975586902,360
85617562,18.0141183371874,30.2177517344562,28.1671486403305,36.9328480618163,11.2190018967717,364
40590700,0.36744148893681,40.8026420265318,24.9991497435766,54.1699427538136,2.81581764320492,368
4867316,0.488370168032449,122.784715063326,94.2914168801679,36.7490047906557,0.891399016599996,372
8882800,0.817323896191417,29.8939141012579,29.0210438235117,18.6133064503184,1.38556911116498,376
60421760,1.13748763600395,31.3535542007886,28.9499970418731,21.4501517225557,1.94542007434608,380
2811835,3.7366388215216,38.5638482851901,51.414057756045,20.3485902830977,6.59222760279807,388
126811000,0.989094598021806,18.3260176546997,18.3060461935761,28.9796866332143,1.04441214336741,392
10459865,4.46231108475485,34.7991159622944,52.8367995417722,24.0778336904833,4.38084383074885,400
18276452,6.01913096570673,37.6252184252873,25.9027380865315,33.4962004017876,4.39585810287636,398
49953304,4.68981976129857,12.541975333359,21.8727778433835,17.313146131064,20.314910419968,404
122261,0.564030491493466,10.7704228301635,88.4366516267824,11.1231557103966,25.345669845984,296
25638149,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,408
51585058,1.47583935002643,41.7132908430894,37.2755746703469,34.0458023068892,1.74640339447114,410
4317185,0.543133148199589,57.4954948554217,45.6199634474818,60.3207288541042,0.447338716996844,414
6322800,1.54266145238431,31.6017300051143,67.2738298966465,27.4785136821163,11.6752864842384,417
7105006,2.04039266890198,37.791311486663346,43.375977452278605,31.533192488879,15.7091868201084,418
1927174,2.53445424186602,61.4589417496788,62.1234198668595,18.6596036517809,3.59380516050941,428
5950839,6.07698907889605,20.7545211582482,47.5027861455578,13.8056023782226,3.23189728303773,422
2198017,4.75180301624742,48.8621368201856,93.9219111923478,31.1726050520672,4.25496835565977,426
4889391,23.5635148953742,37.791311486663346,43.375977452278605,16.9238649522893,35.4966999096751,430
6477793,2.4387365552293803,39.6135044170514,24.1676291797669,49.676758007488,3.66012922036917,434
2801543,2.69792779208397,75.2054048902229,73.3893752389585,25.6191060108105,2.87960341007644,440
607950,1.52819524307373,197.501337465788,164.922567034797,10.9806523373367,0.23465447209239,442
650991,3.00446293166949,82.5299193561036,33.1007454910897,4.08350755014195,6.59010772590188,446
2076217,1.45831298507127,60.3751373173263,72.8400703306813,24.0504298826712,8.47039846991427,807
26846541,8.59422958870474,31.5360236543653,36.3054810137827,21.481957471562,23.9733833011787,450
18367883,12.420178108921,37.791311486663346,43.375977452278605,18.3711307722286,21.6294358438572,454
32399271,0.884709160571244,68.5549400453114,61.8476128640106,38.2914295187048,7.51208763883517,458
489758,-0.133373386117525,70.1131851868006,83.7193690503689,12.8074244539932,5.23585328694421,462
19934298,0.299546507387888,24.5223744016967,35.6224084021207,20.2289474771959,37.6124431580175,466
484630,1.15782362451512,145.221150135083,127.775376302586,12.0347356233115,0.697028174450019,470
45989,2.4387365552293803,39.8470142646659,89.1552579050437,12.2422209790439,16.4809422136385,584
4270712,3.04891482875157,36.5862504012937,52.5604790922211,23.6350387192204,23.655966000294,478
1265303,3.2160538314458,46.0962669509066,51.9909128541917,17.5995456427096,2.56395898785514,480
124013861,4.89935015356549,39.2575517289021,41.3018324998763,31.1488466948457,3.38380038252913,484
110929,1.79400375972253,35.4747304458985,65.3767313550068,4.86644143802327,22.5121991937448,583
2707203,3.04505397337073,30.138704886374,55.7275203268222,22.6515871868888,10.2709193465901,498
3163991,6.82424790145521,58.1647822763909,68.1910909642654,37.9756703317915,11.4280045192007,496
622227,2.61122378263797,42.8750002680603,66.7342964918413,15.9341257910459,6.73223778878135,499
35927511,1.8039167114189,33.8284373726717,43.4264501517272,25.2413538068182,11.3055402401365,504
29423878,3.91133439990733,44.8700028830136,82.334153994729,25.3446797944302,24.5676728830857,508
52666014,6.87232865662918,28.3597133642041,34.0891936609382,36.7427697221692,23.0027855977009,104
2405680,4.29159105337873,35.8825652093665,45.8313015736711,26.8699050832287,7.76829768909739,516
11924,2.4387365552293803,57.5,90.625,24.0634751077418,6.59010772590188,520
28506712,4.0611633875107,7.81564102212329,40.6317459237858,13.2006396344429,22.3346720500405,524
17231624,1.70349794744475,84.6834636757465,74.1397465332105,17.8057254191608,1.65067371932604,528
271170,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,540
4900600,1.59829703801698,27.8715229150548,27.9162463641795,20.319462535134,5.6625762665387,554
6572233,4.94723728039882,42.2771467780081,51.7073491196823,24.9961069422952,15.3223451779614,558
22577058,2.96760366004454,11.8352698611252,26.2988433623838,19.741737556682,37.6616625345055,562
198387623,12.0947315505318,15.4968891804996,17.5109443103654,25.7333065834233,21.2037737195858,566
50304,2.4387365552293803,50.7680491551459,58.1413210445469,24.0634751077418,6.59010772590188,580
4601157,0.881302104009536,50.6213051386994,38.6579126875853,53.893531150523,1.84942019099591,512
219731479,5.07805725868917,8.58179970762808,19.0442566575342,18.5890515927482,21.6512353593957,586
17864,2.10970464135021,37.791311486663346,43.375977452278605,9.05580905580906,3.43980343980344,585
4165255,0.761578359399943,42.7909700382261,47.1995487406321,29.4800153705409,2.24846279189396,591
9329227,4.37448921453166,37.791311486663346,43.375977452278605,36.9240450197287,16.9738354896596,598
6443328,3.97561015740691,36.9452303590837,35.5833557094447,33.2536772421389,10.2527013569434,600
32203944,1.50915423024742,25.1921846722472,23.4392854994888,31.6240835005495,6.88584285144097,604
108568836,5.30934661627714,30.2136053733275,41.9497929256998,30.5637401548214,9.65014035815306,608
37974750,1.81295156542681,52.7480289263233,50.702466863484,28.7573136403095,2.41461815767273,616
10283822,0.99371568346825,43.4457190264876,42.9830419043532,19.2993079718,2.03652988278957,620
2766732,0.255815382724374,55.9418631716143,35.8965858065867,60.3815234948425,0.218257646242842,634
19473970,4.62548443137781,41.5417472926055,44.9289230084585,28.9186708716235,4.56455945444835,642
144477859,2.87829723647886,30.7932568020743,20.7876435683221,32.5542980530841,3.3942533806976,643
12531808,-0.311210160390642,21.0980867012355,34.6598029975038,17.35451898232,24.611871167218,646
209701,4.19745888663745,31.9656764793989,46.9692911396669,11.7204111149327,9.14766033843446,882
34156,2.4387365552293803,166.597497668983,142.890458767935,36.2169203250722,0.016406698271998,674
211344,7.85706431333533,37.791311486663346,43.375977452278605,14.2472707708318,11.3967457709566,678
35018133,2.45814158007533,38.5653693884461,25.666772862631,50.1364572028064,2.13878564603627,682
15574909,0.46098564246427,22.9488948770268,38.8404152583293,24.013239669164,14.9882478466068,686
6982604,1.95984076293803,50.4345612977047,59.0603044132937,25.4975160125341,6.34278337092698,688
96762,3.70291839111564,94.9176071590175,107.587346076291,14.9879848349727,2.60511621981382,690
7861281,16.0295447693699,17.4672993262746,39.2285313088917,5.27038982549826,58.9344096496886,694
5638676,0.438620118446782,176.592144152422,147.728267194708,25.3876979345524,0.0301281172620936,702
40895,2.4387365552293803,67.4835061262959,104.241281809614,24.0634751077418,6.59010772590188,534
5446771,2.51403712883808,95.8358511444373,93.9681785616781,29.3040678314195,2.14505211161055,703
2073894,1.73860861988181,84.7926764008035,76.3497270380054,28.3031431227637,2.2453747955101,705
659249,3.46147484973745,42.1262386063781,46.3684411267913,17.6016377236886,33.9687555946478,90
15411094,2.4387365552293803,19.108606557377,87.4658469945356,24.0634751077418,6.59010772590188,706
57339635,4.51716522786587,27.562640211307,27.0650713722539,23.601626187006,2.26608871778547,710
10395329,83.5015294921999,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,728
46797754,1.67498136863794,35.1450626692993,32.4298775853318,19.8659477563402,2.75621978985911,724
21670000,2.13503773713198,21.4462486145463,28.3631481374973,30.0568195253216,7.5920639513666,144
47761,-1.03712214131567,37.791311486663346,43.375977452278605,24.6101676262011,0.911041868719176,659
177888,1.93561893150608,37.791311486663346,43.375977452278605,9.87555526833891,1.63482389546379,662
105281,2.32414485367923,37.791311486663346,43.375977452278605,14.5574621387627,7.1093934835069,670
41999059,63.2925073455883,0.611168056311933,0.683885496149084,20.7757619010592,21.9934731580502,729
593715,2.4387365552293803,37.791311486663346,43.375977452278605,36.759836250663,10.0329699757338,740
1160428,4.81506167461507,40.4436274589204,44.3285775066633,33.2429115774003,8.52124467994336,748
10175214,1.95353530127029,45.6830615126713,43.4481368827908,22.0024372937424,1.39278662122906,752
19333463,2.4387365552293803,14.9170277126093,35.7420714018735,18.4959516128679,39.0098811896256,760
9128132,2.4387365552293803,14.3754784742862,41.470632937044,34.3983608033865,19.7719647842925,762
58090443,3.49445848856184,14.7391434287158,17.9034665543783,27.0077655762282,27.8685995396249,834
71127802,1.06389754183022,64.838096899332,56.0037678316517,34.7424896675041,8.20181926195524,764
1261845,2.29424307036244,2.91672164093803,61.5750516004676,16.4127644702847,17.6815957549076,626
8046679,0.928170503538593,23.943475257357,32.7454589316095,21.0001918770205,20.4404883801757,768
105150,5.03209691984875,21.4120288357904,66.1827447704362,15.3301086376842,17.0723020522938,776
1504709,1.01856930188828,37.791311486663346,43.375977452278605,40.2314647157328,1.02700530364588,780
11933041,7.3075917603165,45.4857481712255,58.3860760894097,23.6862252235906,9.88852551876126,788
82809304,16.3324638988929,31.1528780813097,31.4014913972396,29.4046222941905,5.77601221014132,792
6065066,2.4387365552293803,22.6638117732813,12.4958823653095,44.9063982786535,11.0415688363389,795
41487,2.4387365552293803,37.791311486663346,43.375977452278605,10.9614994187812,0.390862916802165,796
10865,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,798
41515395,2.61601190952264,15.0870530613121,21.5513525393794,26.2360116490245,23.2502935423271,800
44622518,10.9518559353179,45.2352356625927,53.9645794092748,23.2933329813033,10.1395331070229,804
9140169,3.06863379251994,91.9947768689725,65.9257962668894,46.9189575898931,0.711463999831489,784
66460344,2.29283990345939,31.2349066704984,32.7648893812488,17.7604627771263,0.566929790813985,826
326838199,2.44258329692818,12.3609892157496,15.2493900563462,18.6308982431189,0.903900642655548,842
3427042,7.60653360377044,26.3964363013547,21.4289140384928,18.2203775950235,5.83152757795996,858
32956100,17.5241796514055,26.9618975737483,44.5642456264644,27.7600695918617,26.7607803127737,860
297298,2.3309637956687,47.2154963680387,50.3344182907951,10.0295717064264,21.2191878696463,548
29825653,2.4387365552293803,37.791311486663346,43.375977452278605,24.0634751077418,6.59010772590188,862
94914330,3.53962805942641,84.4234575852164,80.2404822228202,36.5424404647597,12.3066747210246,704
4569087,-0.195107773730686,15.961564454493,55.439710996154,19.2841256773528,7.3596451347333,275
30790513,2.4387365552293803,6.05657010178069,43.2469243212192,15.2091884105301,17.1831266748455,887
17835893,7.49457192728511,37.9574045480394,36.9309649794271,34.4853215849232,3.34112399209449,894
15052184,10.6188658669575,26.1639731327864,28.3862972637424,31.0378976983886,7.31937514619024,716
