i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
156,842,270900.0,219192.149,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,271000.0,534913.658,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,300490.0,2457.072,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,710239.0,0,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,710812.0,0.005,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,847120.0,182332.456,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,847330.0,141132.681,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,851730.0,203097.047,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,852520.0,31540.372,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,854211.0,1315.013,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,854219.0,194.487,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
156,842,870323.0,269.308,219192.149,534913.658,2457.072,0.005,269.308,1315.013,0,182332.456,31540.372,0,0,194.487,0,3.769,0,100.506,141132.681,217143.131,0,203097.047
