population,inflation,exports,imports,industry,agri,iso_code
38972230,1.92096800566845,30.5289067989681,39.3637003432345,14.0316990961127,26.8206001075115,4
2837849,1.62088661717004,22.7039815429045,37.2477679402658,20.0086089712787,19.2644407973724,8
43451666,2.41513094083414,17.3157889010977,27.9953002099675,32.7121976957974,14.1347925891274,12
46189,1.92096800566845,59.4972067039106,96.5083798882682,23.2514238269639,7.4728799267029,16
77700,1.92096800566845,30.5289067989681,39.3637003432345,12.6601582717327,0.559442769715814,20
33428486,22.2715643068877,35.6420731357392,16.2453727846664,45.3745136246453,9.05067174603925,24
92664,0.625989707046698,43.7044186649945,47.8207235063896,21.1032607520488,2.2141976776872,28
45376763,1.92096800566845,16.6108723998011,13.6089274859868,22.1805729052757,6.12846695022316,32
2805608,1.21143577838465,29.7649869151934,39.7238206244142,26.8172956979296,11.3498051554549,51
106585,1.92096800566845,51.6450152758823,64.9277808389368,23.2514238269639,7.4728799267029,533
25655289,0.846905537459293,24.0082830210698,20.2251510630871,25.4062827896948,2.01210323364172,36
8916864,1.38191063351859,51.6128149281413,48.6108163058355,25.7811412522824,1.08551938880935,40
10093121,2.75980947008126,35.6235558660257,36.3943117827554,41.9563201571824,6.7389474235341,31
406471,0.0385210980053727,25.2879014382185,34.1687715861642,12.0294860559823,0.832001649569565,44
1477469,-2.31770629331374,72.7153247387956,67.09261495328,40.2534802742994,0.31287419627649,48
167420951,5.6910747474621,10.442787732227,15.8286588153584,32.9115608902719,11.9996864817656,50
280693,1.92096800566845,29.741213236868,36.7963097735348,12.8151890063787,1.48871955135066,52
9379952,5.54814357456511,61.0121492642983,57.9217344260324,30.8286746682162,7.07716352415493,112
11538604,0.740791812220385,79.4467389098884,77.7339834628859,19.4818347710864,0.75074000769421,56
394921,0.12143464461496,37.0432692307692,43.3173076923077,16.5113725961538,8.38700480769231,84
12643123,3.02272119663756,19.8724704276524,24.9607629492202,16.2907191907572,27.1090177212232,204
63893,1.92096800566845,47.1361363420877,22.059744042054,5.63417624162806,0.25549040843763,60
772506,5.62999177986902,29.6639651797693,46.2571049554242,34.7144993674811,19.1516898551579,64
11936162,0.940742153381823,20.2725897739051,25.2306728196014,23.4919320082358,14.0009305293184,68
3318407,-1.05129600763481,34.6530176842424,48.5909529186708,24.5543105160336,6.08448546092261,70
2546402,1.89035916824198,31.3537305319898,46.4669588634197,26.3730953810445,2.21254048644752,72
213196304,3.21176803803379,16.7950684328172,16.0953836716373,17.7016526354564,5.89324626563148,76
30910,1.92096800566845,30.5289067989681,39.3637003432345,23.2514238269639,7.4728799267029,92
441725,1.94031996607178,57.3561114159878,52.9348922424642,59.1336302400797,1.21750283610591,96
6934015,1.67244096855762,56.1209007621055,54.16092923613,21.8138156951281,3.48847693898,100
