iso_code,gdp
4,516.866552182696
8,5332.16047456847
12,3337.25251157504
16,15501.5263374397
20,37207.4938608348
24,1603.99347745326
28,14787.6357752901
32,8496.42414176374
51,4505.86736397124
533,24487.8635601966
36,51720.3707634401
40,48809.2268762243
31,4229.91064904503
44,23862.7109929122
48,23501.9194628168
50,2233.30552399269
52,16643.8065787177
112,6542.79749130553
56,45517.7949301847
84,5266.87616004213
204,1237.94929535039
60,107791.886435134
64,3009.92417072191
68,3068.81255507604
70,6012.06276705855
72,5863.20324072216
76,6794.48915877166
92,6034.2033349865
96,27179.4119853371
100,10129.8129597638
854,833.244342636324
108,216.826741341377
132,2924.10180677162
116,1577.91174726099
120,1539.13055856256
124,43258.2638715601
136,83329.4587744645
140,435.469251582856
148,643.772221286329
152,13094.4595313609
156,10408.6697561349
170,5307.21522798919
174,1519.58682298786
180,524.666675441091
178,1838.44813852491
188,12132.8768848243
384,2288.11949762033
191,14198.7539594744
192,9499.59020230432
531,16109.8617501685
196,28036.189453125
203,22992.8793833348
208,60915.4243995462
262,2917.9962809563
212,7003.46989117043
214,7167.91915908327
218,5645.19928965332
818,3398.80143153083
222,3903.39583878605
226,6327.59901151363
232,6034.2033349865
233,23595.2436836441
231,918.652594077418
242,4864.11704680273
246,49170.7521512441
258,18910.3801296387
266,6680.08267035383
270,704.029916035493
268,4255.74299321254
276,46772.8253507545
288,2176.57945945697
292,6034.2033349865
300,17658.9473011192
304,54571.2091605745
308,8437.56673228706
316,34780.8616624614
320,4604.57667897864
324,1073.65933709951
624,710.258138543444
328,6863.07434593017
332,1283.14082978936
340,2354.11961431042
344,46107.7652757721
348,16120.9890495243
352,59200.1779441092
360,3894.27220196922
364,2746.42044957439
368,4332.30412463995
372,85420.1908556097
376,44846.7915954816
380,31911.0357890017
388,4897.26589668631
392,39918.1675583443
400,4042.7693498462
398,9121.63713797145
404,1936.42458891104
296,1430.55157354026
408,6034.2033349865
410,31721.2989141857
414,24300.32943621
417,1182.52170043018
418,2593.35509719847
428,18207.1396408631
422,5599.95752260733
426,989.847170700549
430,597.529691893048
434,7568.04201096325
440,20339.5212699052
442,117370.496900162
446,37646.3161952623
807,5965.45023195365
450,462.404223694817
454,628.699481965162
458,10160.7832470071
462,7282.35848902548
466,822.906143972366
470,28977.5655673636
584,5567.97272706332
478,1868.4665735741
480,9007.41910231356
484,8655.00068206803
583,3639.41269869588
498,4500.62446389838
496,4041.17419587656
499,7677.15222569996
504,3258.12133789063
508,449.95520984244
104,1477.45287032594
516,4251.17276622988
520,9307.88676841439
524,1139.19027666733
528,52162.5701150406
540,34800.7595147977
554,41596.5055023403
558,1863.10925664373
562,564.822001755189
566,2074.61392802438
580,6034.2033349865
512,16707.6230063214
586,1322.31503608163
585,14016.2474961051
591,12569.1715435651
598,2446.06630562295
600,5353.34806456279
604,6056.34390291445
608,3224.42255131214
616,15816.989398397
620,22242.406417972
634,52315.6600783116
642,13047.4320617591
643,10169.0869140625
646,774.689259444614
882,4042.75122353237
674,45320.2087156066
678,2161.31019577016
682,19539.5658107346
686,1490.20313694645
688,7733.80286920471
690,12808.9874683728
694,493.478777501977
702,60729.4503486794
534,6034.2033349865
703,19545.7428171932
705,25545.2410027136
90,2222.4656361989
706,416.217774718244
710,5741.64312911877
728,6034.2033349865
724,26959.6754367326
144,3893.84151516764
659,18566.0955863718
662,8458.1627606739
670,8335.25647560551
729,608.33251953125
740,4796.53331389928
748,3372.89560064925
752,52837.9039778149
760,533.3852317094
762,852.333670212118
834,1042.0966796875
764,6990.93550262041
626,1660.30833959898
768,897.194575433309
776,4606.06455169288
780,13871.7982194664
788,3497.68141046011
792,8561.07094781987
795,6034.2033349865
796,20882.2612702141
798,4973.77456126816
800,846.767201292225
804,3751.74072265625
784,37629.1741687956
826,40318.5575660493
842,63530.633483909
858,15619.5426555695
860,1749.65581532206
548,2877.52017323582
862,6034.2033349865
704,3586.34730171843
275,3233.56863835858
887,6034.2033349865
894,956.831363865706
716,1372.69667433317
