i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
276,156,854211.0,432.034,0,432.034,71162.085,722.309,0.015,16598.131,3078.379,414347.349,2170.890,45.640
276,156,870323.0,414347.349,0,432.034,71162.085,722.309,0.015,16598.131,3078.379,414347.349,2170.890,45.640
528,276,270900.0,1582968.182,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,271000.0,15452681.820,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,300210.0,201.349,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,300490.0,11973.942,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,710812.0,2.338,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,847193.0,3332.153,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,847330.0,71824.940,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,852520.0,11951.598,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,854211.0,1455.135,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
528,276,870323.0,27014.988,1582968.182,1455.135,15452681.820,11951.598,2.338,11973.942,71824.940,27014.988,201.349,3332.153
156,704,271000.0,1098491.600,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,300210.0,42.669,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,300490.0,5304.997,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,710812.0,0.098,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,847193.0,2076.108,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,847330.0,23426.459,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,852520.0,10551.105,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,854211.0,1680.738,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,704,870323.0,4848.909,0,1680.738,1098491.600,10551.105,0.098,5304.997,23426.459,4848.909,42.669,2076.108
156,276,271000.0,126237.063,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,300210.0,2804.618,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,300490.0,842.521,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,710812.0,0,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,847193.0,33604.709,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,847330.0,105599.398,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,852520.0,18320.324,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,854211.0,1116.891,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
156,276,870323.0,2659.668,0,1116.891,126237.063,18320.324,0,842.521,105599.398,2659.668,2804.618,33604.709
36,156,270900.0,1104544.310,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,271000.0,424000.458,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,300210.0,72.606,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,300490.0,2702.901,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,710812.0,22.633,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,847193.0,112.879,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,847330.0,99.397,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,852520.0,130.542,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,854211.0,12.800,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
36,156,870323.0,26.001,1104544.310,12.800,424000.458,130.542,22.633,2702.901,99.397,26.001,72.606,112.879
276,528,270900.0,11898.864,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,271000.0,3269948.372,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,300210.0,3295.852,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,300490.0,26920.100,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,710812.0,5.703,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,847193.0,1796.006,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,847330.0,13972.182,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,852520.0,2119.985,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,854211.0,1519.953,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
276,528,870323.0,32321.377,11898.864,1519.953,3269948.372,2119.985,5.703,26920.100,13972.182,32321.377,3295.852,1796.006
704,842,270900.0,83485.085,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,271000.0,340.743,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,300490.0,2.422,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,710812.0,0.001,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,847193.0,4475.699,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,847330.0,40608.720,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,852520.0,34834.503,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,854211.0,0.412,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
704,842,870323.0,1.058,83485.085,0.412,340.743,34834.503,0.001,2.422,40608.720,1.058,0,4475.699
410,842,271000.0,5791798.284,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,300210.0,221.591,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,300490.0,5650.105,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,710812.0,0,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,847193.0,69.297,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,847330.0,7199.672,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,852520.0,1792.465,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,854211.0,349.870,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
410,842,870323.0,674157.806,0,349.870,5791798.284,1792.465,0,5650.105,7199.672,674157.806,221.591,69.297
276,826,270900.0,17146.800,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,271000.0,162214.498,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,300210.0,465.394,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,300490.0,29549.616,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,710812.0,30.630,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,847193.0,2205.921,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,847330.0,16290.972,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,852520.0,1902.316,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,854211.0,993.626,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
276,826,870323.0,113966.030,17146.800,993.626,162214.498,1902.316,30.630,29549.616,16290.972,113966.030,465.394,2205.921
156,826,271000.0,703707.552,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,300210.0,3523.918,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,300490.0,5641.296,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,847193.0,20905.546,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,847330.0,31218.261,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,852520.0,22243.347,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,854211.0,517.683,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
156,826,870323.0,797.513,0,517.683,703707.552,22243.347,0,5641.296,31218.261,797.513,3523.918,20905.546
616,276,270900.0,191897.161,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,271000.0,340175.300,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,300210.0,60.254,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,300490.0,10527.522,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,710812.0,0.065,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,847193.0,1268.635,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,847330.0,3604.926,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,852520.0,5229.881,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,854211.0,402.108,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
616,276,870323.0,7073.152,191897.161,402.108,340175.300,5229.881,0.065,10527.522,3604.926,7073.152,60.254,1268.635
276,616,271000.0,1225647.504,0,633.330,1225647.504,3275.197,0.628,34769.763,13211.171,28163.764,1724.043,2967.225
276,616,300210.0,1724.043,0,633.330,1225647.504,3275.197,0.628,34769.763,13211.171,28163.764,1724.043,2967.225
276,616,300490.0,34769.763,0,633.330,1225647.504,3275.197,0.628,34769.763,13211.171,28163.764,1724.043,2967.225
